Keuwl Accelerometer Data File,,,,,,
2025-05-06 15:03:27,,,,,,
,,,,,,
Time (s),X (m/s2),Y (m/s2),Z (m/s2),R (m/s2),Theta (deg),Phi (deg)
0.1252522,-1.39305,-0.642,9.654,9.775095,9.027958,204.743057
0.1277572,-1.40895,-1.22595,8.697001,8.895274,12.119934,221.027054
0.1302622,-1.63395,-2.47005,10.297951,10.71535,16.044655,236.515167
0.1327673,-0.87795,-1.98705,8.293051,8.572855,14.678789,246.162445
0.1352723,-0.321,-1.47195,9.68295,9.799449,8.843601,257.697662
0.1377774,0.32895,-1.707,7.563,7.760221,12.944975,280.907562
0.1402825,1.42095,-1.87395,9.20205,9.497816,14.336169,307.171753
0.1427875,2.181,-1.209,8.343,8.707704,16.641142,330.998962
0.1452925,1.57395,-1.413,8.98005,9.225789,13.25383,318.084351
0.1477976,0.86295,-1.137,9.561001,9.666964,8.491164,307.197449
0.1503026,0.186,-0.22095,9.007951,9.01258,1.83643,310.091309
0.1528077,-0.88995,-0.09405,9.382051,9.424634,5.448667,186.032639
0.1553126,-0.828,0.939,10.120951,10.198086,7.051462,131.405502
0.1578177,-1.03095,1.164,11.413051,11.518484,7.758206,131.531174
0.1603227,-1.35195,1.14,12.250951,12.377931,8.213963,139.861526
0.1628277,-1.72005,0.53895,11.68095,11.819206,8.772232,162.602463
0.1653328,-1.99305,-0.24705,10.353001,10.54599,10.978041,187.066101
0.1678379,-2.23995,-1.47195,11.083051,11.402545,13.59526,213.310318
0.170343,-1.41405,-0.618,7.977,8.1249,10.948969,203.607376
0.172848,-1.227,-1.70205,8.99895,9.240325,13.124721,234.212341
0.175353,-0.49995,-1.59405,9.291,9.440001,10.193408,252.586746
0.177858,0.16905,-1.08195,8.48205,8.552448,7.356501,278.880402
0.1803631,1.392,-1.28595,9.76395,9.946157,10.983939,317.267792
0.1828682,1.038,-1.05405,9.243,9.360637,9.093103,314.560455
0.1853732,0.81795,-0.76905,9.217051,9.285176,6.944865,316.764893
0.1878782,-0.08805,-1.152,9.118051,9.190958,7.221566,265.629242
0.1903832,-0.663,-0.951,8.535001,8.613374,7.735074,235.117294
0.1928883,-0.48105,-0.14895,9.82695,9.839845,2.933582,197.204361
0.1953934,-0.636,-0.58005,10.32705,10.362863,4.764729,222.365707
0.1978985,0.12795,0.39105,11.428051,11.435456,2.062035,71.882111
0.2004034,0,0.42705,11.784,11.791737,2.075563,90
0.2029085,-0.474,-0.49905,10.85295,10.874753,3.628765,226.474686
0.2054135,-0.141,0.936,10.37895,10.422024,5.210941,98.566681
0.2079185,-0.55995,0.32595,10.02795,10.048859,3.696711,149.796082
0.2104236,-1.182,-0.46005,8.75205,8.843481,8.246074,201.266647
0.2129286,-1.548,-1.30005,9.109051,9.330662,12.512396,220.024399
0.2154336,-1.40895,-1.236,9.051001,9.243021,11.699286,221.25882
0.2179386,-1.58895,-2.11395,8.31705,8.727363,17.638842,233.069656
0.2204437,-0.813,-1.362,8.72595,8.868947,10.30267,239.166336
0.2229488,-0.222,-0.924,8.191951,8.246885,6.616928,256.490204
0.2254538,0.258,-1.30695,9.22395,9.319654,8.218144,281.166962
0.2279588,1.65,-1.023,9.939,10.126833,11.052484,328.20108
0.2304639,1.10895,-1.30995,10.650001,10.787412,9.15487,310.249878
0.232969,0.999,-1.137,9.76395,9.880562,8.811422,311.303436
0.235474,0.396,-0.71595,9.505951,9.541096,4.919283,298.947479
0.2379791,-0.684,-0.40305,8.982,9.017019,5.05125,210.508911
0.2404841,-1.218,-0.61605,9.267,9.366982,8.378855,206.829742
0.2429891,-0.78705,0.18495,10.542001,10.572958,4.385571,166.775909
0.2454943,-0.696,0.44595,10.72395,10.755761,4.407712,147.350983
0.2479992,-0.77295,0.249,10.81305,10.843501,4.294913,162.144043
0.2505042,-0.672,0.429,10.758,10.787502,4.238407,147.446136
0.2530094,-0.79695,0.07995,10.30095,10.332042,4.446072,174.271255
0.2555144,-1.04295,-0.71205,9.283951,9.369445,7.746028,214.322403
0.2580194,-1.01895,-1.06605,10.54905,10.651628,7.958035,226.294083
0.2605244,-0.68205,-0.52005,8.652,8.694409,5.661401,217.324829
0.2630295,-1.06695,-1.78395,10.707001,10.906912,10.986789,239.117081
0.2655345,-0.828,-1.72605,8.85795,9.062456,12.19516,244.372589
0.2680396,0.09195,-0.57795,9.250051,9.268545,3.620176,279.039825
0.2705447,0.351,-1.06095,9.429001,9.494992,6.759059,288.306061
0.2730498,0.32505,-0.984,8.27595,8.34058,7.137321,288.280212
0.2755548,0.31995,-0.77595,9.84105,9.876778,4.874877,292.40799
0.2780598,0.20505,-0.65205,9.54705,9.571488,4.095195,287.456787
0.2805647,0.03,-0.843,9.609,9.645954,5.016884,272.038147
0.2830698,-0.55995,-0.97005,10.51305,10.572548,6.081379,240.004807
0.285575,-0.31095,-0.58905,9.082951,9.107341,4.194186,242.171158
0.28808,-0.64395,-0.81,10.86795,10.917102,5.438948,231.515305
0.290585,-0.62205,-0.29295,9.75,9.774214,4.033812,205.217758
0.2930901,-0.435,0.15105,9.999001,10.009598,2.636707,160.850891
0.2955951,-0.57405,-0.06795,10.123051,10.139542,3.268184,186.750656
0.2981001,-0.66,-0.42195,8.965051,8.999209,4.993712,212.591522
0.3006051,-0.50505,-0.099,10.647,10.659432,2.767464,191.090515
0.3031102,-0.56505,-0.23505,10.16895,10.187348,3.44401,202.58638
0.3056152,-0.55695,0.04605,7.59405,7.614586,4.208869,175.273392
0.3081202,-1.014,-1.173,12.658051,12.752662,6.983564,229.158218
0.3106253,-1.05795,-1.14,7.31895,7.482372,11.996822,227.137878
0.3131304,-1.239,-2.061,10.783951,11.04882,12.570931,238.987213
0.3156354,-0.69405,-1.55895,8.84805,9.011106,10.91625,246.001205
0.3181405,0.76995,-0.56805,9.01305,9.063695,6.059742,323.581024
0.3206456,-0.084,-1.446,9.219001,9.332092,8.929004,266.675354
0.3231505,0.612,-1.41705,8.097,8.242814,10.792988,293.358704
0.3256555,1.28895,-0.78795,10.57305,10.680433,8.131587,328.562073
0.3281606,0.33405,-1.08495,9.408,9.476242,6.880282,287.113312
0.3306656,0.24105,-0.65895,9.53205,9.557839,4.209939,290.092987
0.3331707,-0.53295,-0.549,9.58005,9.610557,4.566388,225.849884
0.3356758,-1.05,-0.39105,9.528001,9.593655,6.70692,200.426773
0.3381807,-1.10295,-0.192,9.891001,9.954158,6.457677,189.875015
0.3406858,-0.90405,0.38805,11.84895,11.889724,4.746398,156.769287
0.3431908,-0.84,0.738,10.465951,10.525511,6.098151,138.69838
0.3456959,-1.15605,0.003,11.48505,11.543086,5.747878,179.851318
0.348201,-0.96405,0.29505,9.87495,9.926283,5.829446,162.983139
0.3507061,-1.113,-0.41505,10.07295,10.14275,6.725666,200.451035
0.3532111,-1.074,-0.867,8.616,8.72586,9.101418,218.912643
0.3557161,-0.85395,-1.22595,9.066,9.188283,9.358072,235.140396
0.3582212,-0.37095,-0.94605,9.40305,9.4578,6.167963,248.589661
0.3607262,-0.31305,-1.56105,9.14505,9.282608,9.876055,258.660431
0.3632313,0.72405,-1.626,10.083,10.238897,10.011113,294.003174
0.3657363,1.42095,-0.70005,8.52,8.666001,10.532165,333.772217
0.3682413,0.834,-0.67995,9.56805,9.628368,6.416707,320.810059
0.3707463,-0.07905,-0.94095,8.647051,8.698455,6.232028,265.197815
0.3732513,-0.627,-0.51105,8.86005,8.896898,5.216465,219.18251
0.3757564,-1.086,-0.85995,9.831,9.928115,8.020495,218.373978
0.3782615,-0.98295,-0.67305,9.504001,9.578372,7.144573,214.400406
0.3807665,-0.68205,-0.58905,11.70495,11.739593,4.402732,220.815414
0.3832716,-0.53595,-0.44595,11.437051,11.458283,3.488576,219.762955
0.3857766,-0.34005,-0.40005,10.39395,10.407203,2.891779,229.634842
0.3882816,-0.52395,-0.10605,10.651951,10.665357,2.873035,191.442352
0.3907867,-0.34005,0.59205,8.75205,8.778642,4.460717,119.871346
0.3932918,-0.723,-0.051,9.16905,9.197653,4.519737,184.034927
0.3957968,-0.85695,-0.594,9.082951,9.142603,6.548679,214.727997
0.3983018,-0.522,0.07695,9.589951,9.604455,3.14927,171.614212
0.400807,-0.72,-0.408,10.807951,10.839588,4.378598,209.538788
0.403312,-0.72495,-0.31695,8.79105,8.826583,5.142852,203.615067
0.405817,-0.97395,-1.185,10.86495,10.972691,8.035754,230.583252
0.4083219,-0.864,-1.365,9.79605,9.928359,9.364329,237.667542
0.410827,-0.924,-2.04,8.644951,8.930316,14.523388,245.632278
0.413332,0.31695,-1.43895,10.413,10.51673,8.053934,282.421875
0.4158371,1.01595,-0.891,7.776,7.892542,9.858378,318.748871
0.4183422,0.72405,-1.48005,9.835951,9.973,9.509566,296.068176
0.4208471,0.31005,-1.48005,8.125051,8.264571,10.542884,281.831573
0.4233522,0.74295,-0.69495,9.007951,9.065214,6.44342,316.911926
0.4258573,-0.25395,-1.047,9.147,9.210229,6.717496,256.36618
0.4283624,-0.165,-0.47205,9.147,9.160659,3.12919,250.733475
0.4308674,-0.58605,-0.05805,9.83895,9.85656,3.425427,185.65686
0.4333723,-1.17195,-0.453,10.456051,10.531271,6.852088,201.13327
0.4358774,-1.00695,0.16305,10.63605,10.684854,5.478259,170.802231
0.4383825,-0.945,0.67305,11.775001,11.832018,5.627129,144.54068
0.4408876,-1.14795,0.66795,11.224051,11.302356,6.748373,149.806442
0.4433926,-1.36395,0.192,10.73595,10.823949,7.310993,171.987259
0.4458978,-1.37295,-0.17805,9.702001,9.800282,8.121126,187.389114
0.4484027,-1.326,-0.63495,9.172951,9.29002,9.105585,205.58725
0.4509077,-1.32105,-1.506,9.501,9.709903,11.906484,228.743042
0.4534127,-0.624,-1.25505,7.80705,7.93187,10.177998,243.563828
0.4559177,-0.273,-1.60905,10.092,10.223113,9.186155,260.370605
0.4584228,0.762,-1.815,8.75205,8.970689,12.675756,292.774353
0.4609279,2.30595,-0.99105,9.39105,9.720669,14.963396,336.74295
0.4634329,1.959,-1.07505,9.291,9.555945,13.523448,331.243134
0.4659379,0.55905,-1.10205,8.08005,8.174,8.695291,296.897858
0.468443,-0.55005,-0.96,8.965051,9.033066,7.035504,240.188644
0.470948,-1.17,-0.49605,8.901,8.991261,8.125307,202.975693
0.4734531,-1.36095,-0.621,9.408,9.52619,9.034789,204.527161
0.4759582,-1.30905,-0.63705,11.62905,11.719823,7.135671,205.949905
0.4784631,-0.90705,-0.06105,11.241,11.277701,4.623639,183.850555
0.4809682,-0.95505,-0.49605,12.361051,12.40781,4.97579,207.44722
0.4834733,-0.55005,0.144,10.971001,10.985724,2.966759,165.329529
0.4859784,-0.234,0.82395,9.681001,9.718818,5.056096,105.854431
0.4884834,-0.64605,-0.01995,9.760051,9.78143,3.788893,181.768723
0.4909884,-0.801,-0.52005,9.21195,9.261322,5.918808,212.993683
0.4934934,-0.47805,0.12495,9.279,9.292147,3.048124,165.352051
0.4959984,-0.74895,-0.51795,10.437,10.476649,4.986331,214.666504
0.4985034,-0.708,-0.42705,8.85,8.88854,5.337444,211.097458
0.5010085,-0.873,-1.13295,10.155001,10.25523,8.017092,232.383774
0.5035136,-0.897,-1.88895,9.642,9.86615,12.236543,244.598495
0.5060187,-0.73395,-2.29995,8.18295,8.531654,16.43767,252.3013
0.5085237,0.954,-1.551,10.284,10.443964,10.040872,301.595123
0.5110286,1.59,-1.362,7.446001,7.734731,15.704421,319.416504
0.5135338,1.272,-1.40295,9.88695,10.06668,10.84308,312.197357
0.5160388,0.66705,-1.434,8.299951,8.449289,10.788355,294.94632
0.5185439,0.219,-0.999,8.971951,9.030053,6.503156,282.364746
0.5210489,-0.73905,-1.176,8.99895,9.105508,8.774113,237.852936
0.523554,-0.07395,-0.075,9.264001,9.2646,0.651621,225.403885
0.526059,-0.44295,0.17805,10.420051,10.430981,2.623162,158.101639
0.528564,-1.06905,-0.11295,10.87005,10.923078,5.647953,186.031189
0.5310691,-0.816,0.98595,11.23095,11.303637,6.501105,129.612122
0.5335742,-1.04805,0.91005,11.917951,11.998507,6.643017,139.031342
0.5360792,-1.38105,0.69,11.578051,11.680524,7.595047,153.452377
0.5385842,-1.515,0.43605,10.521001,10.63846,8.522008,163.943024
0.5410892,-1.69395,-0.31005,10.530001,10.669888,9.288021,190.372253
0.5435944,-1.84995,-1.31895,9.31005,9.583265,13.714202,215.487549
0.5460994,-1.287,-1.34295,8.632951,8.831066,12.159218,226.218735
0.5486043,-0.876,-1.87905,8.932051,9.1695,13.067492,245.005402
0.5511094,-0.20595,-1.84605,8.13,8.339498,12.869755,263.634247
0.5536144,0.999,-1.39305,9.085051,9.245363,10.685351,305.645508
0.5561196,2.57205,-1.362,8.71905,9.191971,18.458958,332.097046
0.5586246,2.28,-1.22805,9.17595,9.534389,15.760444,331.692261
0.5611295,1.059,-0.82905,8.629951,8.73412,8.857918,321.944
0.5636346,-0.20295,-0.68805,9.063001,9.091347,4.525671,253.565842
0.5661396,-1.239,-0.57795,8.45295,8.562799,9.187375,205.007401
0.5686446,-1.33305,-0.47205,10.291051,10.387761,7.824384,199.49971
0.5711498,-1.08405,0.108,10.780951,10.835854,5.77017,174.310608
0.5736548,-1.26795,-0.396,12.447001,12.517681,6.091589,197.344376
0.5761598,-0.825,0.393,12.540001,12.573253,4.167908,154.528564
0.578665,-0.6,1.01505,10.827001,10.891018,6.215332,120.587502
0.5811699,-1.08105,-0.10095,10.62405,10.679387,5.83526,185.334885
0.583675,-0.74895,0.477,9.67605,9.716707,5.243217,147.507278
0.58618,-0.87105,0.096,9.240001,9.281464,5.417793,173.710709
0.5886851,-0.90195,-0.00795,8.932051,8.977478,5.766364,180.505005
0.5911901,-1.371,-1.31895,9.724051,9.908402,11.069679,223.891479
0.5936951,-1.21095,-1.66095,8.42895,8.675964,13.70488,233.905304
0.5962002,-1.074,-2.17395,10.114051,10.400652,13.481821,243.709183
0.5987053,-0.543,-2.052,7.56495,7.8571,15.673442,255.178131
0.6012104,0.672,-1.27095,9.339001,9.449012,8.751538,297.867126
0.6037154,1.578,-1.788,8.413051,8.74451,15.825819,311.430023
0.6062204,2.079,-1.185,9.21405,9.519726,14.558767,330.317474
0.6087254,1.31805,-1.30995,9.951,10.123025,10.577785,315.176605
0.6112304,0.483,-0.834,9.103951,9.154821,6.042962,300.076691
0.6137356,-0.63195,-0.87705,8.523001,8.591282,7.22849,234.225723
0.6162406,-0.88995,-0.40005,9.63,9.679305,5.785571,204.204849
0.6187456,-0.993,0.048,9.23595,9.289302,6.143663,177.232574
0.6212506,-1.311,-0.489,11.44005,11.525302,6.973192,200.455399
0.6237557,-0.87795,0.43395,11.314951,11.357254,4.946765,153.697891
0.6262608,-0.81105,0.783,11.434951,11.490387,5.630437,136.008118
0.6287659,-0.78,1.02195,11.458951,11.530843,6.40138,127.35257
0.6312708,-1.18695,0.19005,10.188001,10.258671,6.729136,170.903229
0.6337758,-1.029,0.44805,10.39605,10.456455,6.161571,156.470596
0.636281,-1.32105,-0.312,10.056001,10.1472,7.687506,193.288376
0.6387859,-1.428,-0.96495,8.87205,9.037898,10.993219,214.048279
0.641291,-1.287,-1.34295,10.317,10.483338,10.220197,226.218735
0.643796,-1.01205,-1.47195,8.79495,8.974522,11.480927,235.489243
0.6463011,-0.73005,-1.839,8.89095,9.108452,12.546273,248.347809
0.6488062,-0.198,-1.81905,8.604,8.796417,12.006085,263.787933
0.6513112,1.47105,-0.83595,8.305051,8.475652,11.515243,330.391846
0.6538162,1.74105,-1.422,9.549001,9.810034,13.247005,320.759827
0.6563214,2.091,-1.10205,8.23305,8.565624,16.018341,332.208771
0.6588264,1.416,-0.86895,11.33205,11.453187,8.340567,328.463989
0.6613314,-0.07905,-0.97005,8.664001,8.718494,6.4094,265.341217
0.6638365,-0.744,-0.441,8.773951,8.816475,5.629671,210.656998
0.6663415,-1.29,-0.52005,10.05195,10.147722,7.87796,201.956314
0.6688464,-1.30395,-0.243,9.753,9.842782,7.744685,190.556366
0.6713516,-1.34205,-0.40995,12.15495,12.235684,6.585528,196.986099
0.6738566,-1.22295,-0.216,10.606951,10.679404,6.677908,190.016403
0.6763617,-0.78195,0.56505,11.655001,11.69486,4.731848,144.147507
0.6788667,-1.02405,0.051,9.027,9.085044,6.480108,177.148895
0.6813717,-0.945,0.01695,9.48,9.526999,5.69354,178.972427
0.6838768,-0.97395,-0.63495,9.259951,9.332654,7.156398,213.101654
0.6863818,-0.58905,0.096,9.05595,9.075595,3.770501,170.743637
0.6888868,-0.76605,-0.963,11.656951,11.72172,6.025939,231.498352
0.6913919,-0.069,0.40695,9.283951,9.293122,2.545759,99.623207
0.6938969,-0.672,-1.08705,11.257951,11.330256,6.476416,238.276184
0.696402,-0.639,-1.563,8.85495,9.014512,10.79627,247.763824
0.6989071,-0.804,-2.53995,9.23295,9.609637,16.095461,252.435257
0.7014121,0.25305,-2.02005,7.587,7.855394,15.020481,277.140198
0.7039171,1.25295,-1.48695,8.436001,8.657194,12.979688,310.11853
0.7064222,2.09295,-1.30305,7.70205,8.087024,17.749933,328.094025
0.7089273,1.05405,-1.587,9.331051,9.523555,11.539629,303.591217
0.7114323,0.80295,-1.20195,8.83395,8.951429,9.292844,303.744476
0.7139373,-0.28005,-1.011,9.637951,9.694878,6.212082,254.517105
0.7164423,-0.63405,-0.28605,8.779051,8.806564,4.530213,204.282394
0.7189474,-0.58905,0.49095,10.000951,10.030306,4.384588,140.190125
0.7214524,-1.18005,0.381,11.428051,11.495131,6.192801,162.106415
0.7239575,-1.158,1.197,11.30595,11.42796,8.379886,134.051239
0.7264627,-1.479,1.113,12.732,12.865848,8.271798,143.037247
0.7289677,-1.84695,0.76395,11.052001,11.231277,10.250928,157.528641
0.7314727,-1.878,0.19695,10.413,10.582828,10.278353,174.013153
0.7339776,-1.95,-0.76395,9.331051,9.563191,12.650113,201.393723
0.7364827,-1.90005,-1.91805,9.477,9.854067,15.90133,225.270111
0.7389877,-0.89205,-1.39095,7.96995,8.139447,11.713257,237.326965
0.7414929,-0.411,-2.17605,8.614051,8.894155,14.417539,259.304291
0.7439979,0.46095,-1.90605,9.372001,9.574963,11.818066,283.595123
0.746503,2.457,-1.33395,8.35305,8.808502,18.505346,331.501648
0.749008,2.69595,-1.28295,9.448951,9.909429,17.535334,334.551147
0.751513,1.55505,-0.86205,8.11305,8.305594,12.361179,330.997986
0.7540179,0.27705,-0.771,8.688001,8.726542,5.386961,289.76532
0.7565231,-1.10295,-0.984,8.455951,8.584164,9.915084,221.737839
0.7590281,-1.19595,-0.525,9.06795,9.16153,8.196255,203.700592
0.7615331,-0.897,0.19005,11.253,11.290294,4.658249,168.037476
0.7640382,-1.01895,0.04395,12.241051,12.283465,4.762796,177.530212
0.7665433,-0.54795,1.137,12.753,12.815305,5.652081,115.730629
0.7690483,-0.90405,0.675,12.138,12.190324,5.310465,143.25351
0.7715533,-1.13205,0.17505,11.149951,11.208639,5.865781,171.209915
0.7740583,-0.684,1.24995,10.155001,10.254476,7.987114,118.688446
0.7765634,-1.089,0.63195,9.40995,9.493811,7.621073,149.873276
0.7790685,-1.79205,-0.936,9.10605,9.327792,12.518022,207.578369
0.7815735,-1.76805,-1.554,8.37405,8.6986,15.700484,221.313354
0.7840787,-1.431,-1.59405,9.48705,9.725887,12.723804,228.085251
0.7865837,-1.36905,-2.59995,7.884,8.413768,20.440458,242.230148
0.7890887,-0.31095,-1.68795,8.70705,8.874603,11.15129,259.562134
0.7915937,0.246,-1.57995,8.11305,8.26912,11.149435,278.849945
0.7940987,1.77495,-1.863,8.898001,9.262593,16.129105,313.613525
0.7966037,3.057,-1.30995,9.453,10.020999,19.38335,336.804474
0.7991089,1.971,-1.37205,9.666,9.959866,13.952716,325.157501
0.801614,0.66195,-1.41,9.418051,9.545992,9.391135,295.14856
0.8041191,-0.294,-0.645,9.085051,9.112662,4.46142,245.495834
0.8066241,-1.04595,0.02505,8.448,8.512541,7.059914,178.628052
0.809129,-1.51695,-0.525,10.03695,10.164503,9.086467,199.090179
0.8116341,-1.02195,0.76905,11.290951,11.36316,6.462716,143.037369
0.8141391,-1.09605,0.663,11.346001,11.418084,6.441503,148.830276
0.8166442,-1.122,0.60405,12.307951,12.373739,5.910921,151.703354
0.8191492,-0.94695,0.97395,10.585051,10.67186,7.313005,134.194702
0.8216542,-1.242,0.18705,10.86495,10.937307,6.594217,171.435394
0.8241593,-1.34205,-0.39105,8.99205,9.100054,8.836202,196.245209
0.8266644,-1.40205,-1.07295,10.413,10.561606,9.622816,217.425827
0.8291695,-0.94695,-0.75495,8.797951,8.880913,7.837668,218.563385
0.8316745,-1.21305,-1.99905,10.48995,10.747406,12.566318,238.750076
0.8341795,-0.82095,-1.944,8.806951,9.056239,13.474612,247.105698
0.8366845,-0.12195,-1.03695,8.67105,8.733685,6.866014,263.292572
0.8391896,-0.03105,-1.45605,8.83605,8.955268,9.35948,268.778351
0.8416946,0.657,-1.33605,8.046,8.182591,10.48357,296.185577
0.8441996,1.43505,-1.386,9.394051,9.603569,11.990167,315.996124
0.8467048,1.17405,-1.00095,9.77595,9.896944,8.968326,319.550354
0.8492098,0.93195,-0.798,9.40305,9.482758,7.434029,319.427582
0.8517148,-0.02595,-0.831,10.200001,10.233829,4.659889,268.211395
0.8542197,-0.507,-0.54195,8.39295,8.425697,5.05315,226.90834
0.8567249,-0.78495,-0.45495,10.73595,10.774218,4.830429,210.096191
0.8592299,-0.663,0.276,10.438951,10.463624,3.935471,157.398544
0.8617349,-0.66705,0.70605,10.750051,10.793843,5.162929,133.373077
0.8642401,-0.98805,0.249,11.334001,11.37971,5.137134,165.855331
0.8667451,-1.22295,-0.28605,10.252951,10.32959,6.983789,193.164902
0.8692501,-0.91395,0.43605,10.131001,10.181484,5.708048,154.493958
0.8717551,-1.311,-0.35505,10.212001,10.301929,7.576031,195.153564
0.8742601,-0.97095,0.249,8.266951,8.327497,6.913358,165.61647
0.8767653,-1.31805,-0.96495,11.358001,11.474867,8.18422,216.208023
0.8792703,-1.347,-1.72395,8.319,8.601871,14.734386,231.997879
0.8817753,-0.98595,-1.87005,10.413,10.62543,11.476207,242.200378
0.8842803,-0.58605,-2.12295,8.458051,8.74008,14.594915,254.567596
0.8867854,0.861,-0.97995,8.685,8.782417,8.541804,311.30307
0.8892905,0.98505,-1.75005,8.602051,8.833362,13.140894,299.37384
0.8917956,1.827,-1.40805,7.872,8.202983,16.331482,322.378937
0.8943006,1.72005,-1.24305,9.817051,10.043816,12.198215,324.14502
0.8968055,0.81495,-1.125,9.127951,9.233052,8.653309,305.919586
0.8993106,0.23595,-0.86205,8.721001,8.766679,5.851429,285.307404
0.9018157,-0.56895,-0.56295,9.835951,9.868462,4.652063,224.696289
0.9043207,-0.91395,-0.147,9.166051,9.212676,5.76684,189.137222
0.9068258,-1.18905,-0.345,11.140051,11.208639,6.341741,196.179962
0.9093308,-1.038,0.28995,11.614051,11.663949,5.301676,164.393082
0.9118357,-0.945,0.92205,11.245951,11.323189,6.696003,135.704254
0.9143408,-1.146,0.68505,11.800951,11.876239,6.454913,149.130081
0.916846,-1.23705,0.62295,10.090051,10.184669,7.816051,153.271225
0.919351,-1.18695,0.42405,9.88695,9.966969,7.265093,160.34021
0.921856,-1.45995,-0.55095,9.778951,9.90267,9.066377,200.675308
0.9243611,-1.203,-0.82395,8.578051,8.701096,9.647077,214.407745
0.9268662,-0.94305,-1.197,9.85995,9.977012,8.785568,231.76738
0.9293711,-0.65595,-1.57095,9.622951,9.772376,10.032406,247.337036
0.9318762,-0.25605,-1.67805,8.66895,8.833579,11.078959,261.32428
0.9343812,0.79395,-1.317,9.87495,9.993973,8.851461,301.083557
0.9368864,1.48995,-1.245,8.05605,8.286732,13.550803,320.11792
0.9393914,1.461,-1.06095,9.38895,9.56099,10.88564,324.01358
0.9418965,0.645,-0.96,8.298,8.378212,7.934641,303.896179
0.9444015,0.11595,-0.948,9.71205,9.758897,5.616287,276.973206
